Jurisdiction,Week Ending Date,State Abbreviation,Year,Week,Age Group,Number of Deaths,Time Period,Type,Suppress,
United States,4/25/20,US,2020,17,25-44 years,3484,2020,Predicted (weighted),,
United States,4/25/20,US,2020,17,45-64 years,13324,2020,Predicted (weighted),,
United States,4/25/20,US,2020,17,65-74 years,14222,2020,Predicted (weighted),,
United States,4/25/20,US,2020,17,75-84 years,18307,2020,Predicted (weighted),,
United States,4/25/20,US,2020,17,85 years and older,23826,2020,Predicted (weighted),,
United States,4/25/20,US,2020,17,Under 25 years,1224,2020,Predicted (weighted),,
United States,5/2/20,US,2020,18,25-44 years,3589,2020,Predicted (weighted),,
United States,5/2/20,US,2020,18,45-64 years,12512,2020,Predicted (weighted),,
United States,5/2/20,US,2020,18,65-74 years,13760,2020,Predicted (weighted),,
United States,5/2/20,US,2020,18,75-84 years,16802,2020,Predicted (weighted),,
United States,5/2/20,US,2020,18,85 years and older,22021,2020,Predicted (weighted),,
United States,5/2/20,US,2020,18,Under 25 years,1135,2020,Predicted (weighted),,
United States,5/9/20,US,2020,19,25-44 years,3535,2020,Predicted (weighted),,
United States,5/9/20,US,2020,19,45-64 years,12676,2020,Predicted (weighted),,
United States,5/9/20,US,2020,19,65-74 years,13173,2020,Predicted (weighted),,
United States,5/9/20,US,2020,19,75-84 years,16199,2020,Predicted (weighted),,
United States,5/9/20,US,2020,19,85 years and older,20503,2020,Predicted (weighted),,
United States,5/9/20,US,2020,19,Under 25 years,1236,2020,Predicted (weighted),,
United States,5/16/20,US,2020,20,25-44 years,3504,2020,Predicted (weighted),,
United States,5/16/20,US,2020,20,45-64 years,12073,2020,Predicted (weighted),,
United States,5/16/20,US,2020,20,65-74 years,12648,2020,Predicted (weighted),,
United States,5/16/20,US,2020,20,75-84 years,15479,2020,Predicted (weighted),,
United States,5/16/20,US,2020,20,85 years and older,20077,2020,Predicted (weighted),,
United States,5/16/20,US,2020,20,Under 25 years,1223,2020,Predicted (weighted),,
United States,5/23/20,US,2020,21,25-44 years,3555,2020,Predicted (weighted),,
United States,5/23/20,US,2020,21,45-64 years,11897,2020,Predicted (weighted),,
United States,5/23/20,US,2020,21,65-74 years,12108,2020,Predicted (weighted),,
United States,5/23/20,US,2020,21,75-84 years,14605,2020,Predicted (weighted),,
United States,5/23/20,US,2020,21,85 years and older,18735,2020,Predicted (weighted),,
United States,5/23/20,US,2020,21,Under 25 years,1212,2020,Predicted (weighted),,
United States,5/30/20,US,2020,22,25-44 years,3534,2020,Predicted (weighted),,
United States,5/30/20,US,2020,22,45-64 years,11424,2020,Predicted (weighted),,
United States,5/30/20,US,2020,22,65-74 years,11876,2020,Predicted (weighted),,
United States,5/30/20,US,2020,22,75-84 years,14289,2020,Predicted (weighted),,
United States,5/30/20,US,2020,22,85 years and older,17844,2020,Predicted (weighted),,
United States,5/30/20,US,2020,22,Under 25 years,1187,2020,Predicted (weighted),,
United States,6/6/20,US,2020,23,25-44 years,3578,2020,Predicted (weighted),,
United States,6/6/20,US,2020,23,45-64 years,11668,2020,Predicted (weighted),,
United States,6/6/20,US,2020,23,65-74 years,11663,2020,Predicted (weighted),,
United States,6/6/20,US,2020,23,75-84 years,13942,2020,Predicted (weighted),,
United States,6/6/20,US,2020,23,85 years and older,17176,2020,Predicted (weighted),,
United States,6/6/20,US,2020,23,Under 25 years,1320,2020,Predicted (weighted),,
United States,6/13/20,US,2020,24,25-44 years,3371,2020,Predicted (weighted),,
United States,6/13/20,US,2020,24,45-64 years,11510,2020,Predicted (weighted),,
United States,6/13/20,US,2020,24,65-74 years,11653,2020,Predicted (weighted),,
United States,6/13/20,US,2020,24,75-84 years,13759,2020,Predicted (weighted),,
United States,6/13/20,US,2020,24,85 years and older,16940,2020,Predicted (weighted),,
United States,6/13/20,US,2020,24,Under 25 years,1322,2020,Predicted (weighted),,
United States,6/20/20,US,2020,25,25-44 years,3411,2020,Predicted (weighted),,
United States,6/20/20,US,2020,25,45-64 years,11371,2020,Predicted (weighted),,
United States,6/20/20,US,2020,25,65-74 years,11611,2020,Predicted (weighted),,
United States,6/20/20,US,2020,25,75-84 years,13962,2020,Predicted (weighted),,
United States,6/20/20,US,2020,25,85 years and older,16787,2020,Predicted (weighted),,
United States,6/20/20,US,2020,25,Under 25 years,1252,2020,Predicted (weighted),,
United States,6/27/20,US,2020,26,25-44 years,3418,2020,Predicted (weighted),,
United States,6/27/20,US,2020,26,45-64 years,11314,2020,Predicted (weighted),,
United States,6/27/20,US,2020,26,65-74 years,11577,2020,Predicted (weighted),,
United States,6/27/20,US,2020,26,75-84 years,13997,2020,Predicted (weighted),,
United States,6/27/20,US,2020,26,85 years and older,17097,2020,Predicted (weighted),,
United States,6/27/20,US,2020,26,Under 25 years,1255,2020,Predicted (weighted),,
United States,7/4/20,US,2020,27,25-44 years,3375,2020,Predicted (weighted),,
United States,7/4/20,US,2020,27,45-64 years,11523,2020,Predicted (weighted),,
United States,7/4/20,US,2020,27,65-74 years,11601,2020,Predicted (weighted),,
United States,7/4/20,US,2020,27,75-84 years,13841,2020,Predicted (weighted),,
United States,7/4/20,US,2020,27,85 years and older,16989,2020,Predicted (weighted),,
United States,7/4/20,US,2020,27,Under 25 years,1224,2020,Predicted (weighted),,
United States,7/11/20,US,2020,28,25-44 years,3386,2020,Predicted (weighted),,
United States,7/11/20,US,2020,28,45-64 years,11897,2020,Predicted (weighted),,
United States,7/11/20,US,2020,28,65-74 years,12184,2020,Predicted (weighted),,
United States,7/11/20,US,2020,28,75-84 years,14153,2020,Predicted (weighted),,
United States,7/11/20,US,2020,28,85 years and older,17183,2020,Predicted (weighted),,
United States,7/11/20,US,2020,28,Under 25 years,1253,2020,Predicted (weighted),,
United States,7/18/20,US,2020,29,25-44 years,3385,2020,Predicted (weighted),,
United States,7/18/20,US,2020,29,45-64 years,11446,2020,Predicted (weighted),,
United States,7/18/20,US,2020,29,65-74 years,12220,2020,Predicted (weighted),,
United States,7/18/20,US,2020,29,75-84 years,14790,2020,Predicted (weighted),,
United States,7/18/20,US,2020,29,85 years and older,17926,2020,Predicted (weighted),,
United States,7/18/20,US,2020,29,Under 25 years,1090,2020,Predicted (weighted),,
United States,7/25/20,US,2020,30,25-44 years,3151,2020,Predicted (weighted),,
United States,7/25/20,US,2020,30,45-64 years,11310,2020,Predicted (weighted),,
United States,7/25/20,US,2020,30,65-74 years,12242,2020,Predicted (weighted),,
United States,7/25/20,US,2020,30,75-84 years,15023,2020,Predicted (weighted),,
United States,7/25/20,US,2020,30,85 years and older,18190,2020,Predicted (weighted),,
United States,7/25/20,US,2020,30,Under 25 years,1106,2020,Predicted (weighted),,3943
United States,8/1/20,US,2020,31,25-44 years,2767,2020,Predicted (weighted),,
United States,8/1/20,US,2020,31,45-64 years,9871,2020,Predicted (weighted),,
United States,8/1/20,US,2020,31,65-74 years,10932,2020,Predicted (weighted),,
United States,8/1/20,US,2020,31,75-84 years,14117,2020,Predicted (weighted),,
United States,8/1/20,US,2020,31,85 years and older,17001,2020,Predicted (weighted),,
United States,8/1/20,US,2020,31,Under 25 years,797,2020,Predicted (weighted),,55485
